LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
Athens 2-12 Getty,4,Plugged,OG,Oil & Gas,4451,J. Paul Getty,33.91950607,-118.2866898
Gough,5,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91953278,-118.3880157
Crown Petroleum,1-Dec,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91953278,-118.2862091
Buffington,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91954422,-118.3862915
Athens,3,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91960907,-118.2863617
Crown Petroleum,2-Dec,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91963577,-118.2844696
Tri-Field,1,Idle,OG,Oil & Gas,8555,Tri-Field Producers Syndicate,33.91966629,-118.0713272
Athens,2,Idle,OG,Oil & Gas,7776,Sentinel Oil Co.,33.91971588,-118.2881851
Athens,1,Plugged,OG,Oil & Gas,9366,"Woolner Oil Corp., Ltd.",33.91976547,-118.2889557
Athens,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91978073,-118.2899094
El Segundo,3,Plugged,OG,Oil & Gas,2591,El Segundo Oil Co.,33.91979599,-118.4042206
Elsie Community,6,Plugged,OG,Oil & Gas,401,"Apex Petroleum Corporation, Ltd.",33.91981125,-118.4092636
Howard Community,1-Apr,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91981125,-118.2980957
Gough,30,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91984177,-118.3879623
Security,2,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.91984558,-118.3985672
Elsie,1-Feb,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.91997147,-118.3965225
El Segundo Construction Co.,1,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.91997528,-118.4110794
Signal-Stern,1,Plugged,OG,Oil & Gas,A2450,Phillips Petroleum Co.,33.91999817,-117.9956055
Gerrard Community,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92002869,-117.9977799
Gough,28,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92009735,-118.3887634
Elsie,2-Sep,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.92013168,-118.4014816
Block,21,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.92014313,-118.3998642
Elsie Community,3,Plugged,OG,Oil & Gas,401,"Apex Petroleum Corporation, Ltd.",33.92014694,-118.4059753
Lease by Santa Fe Ball Oil Co.,1,Idle,OG,Oil & Gas,7660,Santa Fe Ball Oil Co.,33.92017365,-118.0825348
Lease by E. L. Cragen,1,Plugged,DH,Dry Hole,2431,E. L. Cragen,33.92028809,-118.2778244
Leffingwell,1,Idle,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92029953,-118.003273
Garner,1,Plugged,OG,Oil & Gas,9323,Wm E. Garner,33.92030716,-118.2888413
Gough,9,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9203186,-118.3952637
Mccormick,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9203186,-118.2878876
Block,12,Plugged,OG,Oil & Gas,919,Briles Manufacturing,33.92037964,-118.4022369
Stern,1,Plugged,DH,Dry Hole,U0200,Union Oil Company of California,33.92043304,-117.9825134
Baskin,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92044449,-118.2908859
Gough,22,Plugged,LG,Liquefied Gas,C5640,Chevron U.S.A. Inc.,33.92045975,-118.388298
Miley,6,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92048645,-118.2893219
Marine,35,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.92049789,-118.2865982
Gough,17,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92051697,-118.3903351
Gough,34,Plugged,LG,Liquefied Gas,C5640,Chevron U.S.A. Inc.,33.92052841,-118.3879547
Mills,1,Plugged,OG,Oil & Gas,G4320,"John Guzman Crane Service, Inc.",33.92065048,-118.2945328
Lease by Chevron U.S.A. Inc.,1-B,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92069626,-118.2880173
Lease by E. L. Blanton,1,Plugged,OG,Oil & Gas,2427,E. L. Blanton,33.92082214,-118.2875748
Howard Community,2-Feb,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92083359,-118.2991943
Marine,42,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.92085266,-118.2880325
Goodwin,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92087555,-118.3865662
Howard,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.92088318,-118.3819275
Gough,12,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92090988,-118.3903656
Gough,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92095947,-118.3885193
H. B. Allen,1,Plugged,DH,Dry Hole,M6900,Mobil Oil Corporation,33.92115021,-118.0960236
La Mirada,1,Plugged,DH,Dry Hole,H2150,Hathaway Company,33.92117691,-118.019165
Lease by J. T. Robertson Co.,1,Idle,OG,Oil & Gas,4478,J. T. Robertson Co.,33.9212265,-118.2876816
Lease by The Twin State Oil Co.,1,Plugged,OG,Oil & Gas,8406,The Twin State Oil Co.,33.92132568,-118.2902832
Marine,40,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.9214325,-118.2880631
Elsie,5,Plugged,OG,Oil & Gas,401,"Apex Petroleum Corporation, Ltd.",33.9215126,-118.3996582
Owen,1,Idle,OG,Oil & Gas,5236,Lawrence Santa Fe Oil Co.,33.92152786,-118.0728531
Gough,20,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9216156,-118.388382
Community 14,1,Plugged,DH,Dry Hole,M6900,Mobil Oil Corporation,33.92166138,-118.0806732
Athens,1,Plugged,OG,Oil & Gas,D3050,Dominion Oil Co.,33.92168045,-118.2877045
Howard Townsite Owners,1,Plugged,OG,Oil & Gas,7720,Scope Industries,33.92168045,-118.2926331
Termo-Elsie,2,Plugged,OG,Oil & Gas,T1200,The Termo Company,33.92174911,-118.4016266
Gough,15,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92178726,-118.3889847
Lease by Rankin & Williams,1,Plugged,DH,Dry Hole,7173,Rankin & Williams,33.92180634,-118.2749481
Green,1,Plugged,OG,Oil & Gas,8406,The Twin State Oil Co.,33.92180634,-118.2893066
Lease by H. S. Sewell & Co.,1,Idle,OG,Oil & Gas,3715,H. S. Sewell & Co.,33.921938,-118.072805
Leuzinger,1,Plugged,OG,Oil & Gas,5930,Midway Gas Co.,33.92202759,-118.3755341
Lease by Republic Petroleum Co.,1,Plugged,DH,Dry Hole,7234,Republic Petroleum Co.,33.92215347,-118.3347473
Lease by Are-Bee Oil Syndicate No. 2,1,Idle,OG,Oil & Gas,419,Are-Bee Oil Syndicate No. 2,33.92218018,-118.0695496
K,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92219925,-118.0020218
E.S.,1-A,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92221451,-118.3867035
Lease by Are-Bee Oil Syndicate,1,Idle,OG,Oil & Gas,418,Are-Bee Oil Syndicate,33.92224884,-118.0722122
Fox Comm.,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9222908,-118.2866592
Scher,81,Plugged,OG,Oil & Gas,9365,"Woodward Oil Company, Ltd.",33.9223175,-118.3083878
Lease by Co-Operative Petro. Synd.,1,Idle,OG,Oil & Gas,1842,Co-Operative Petro. Synd.,33.92233276,-118.0730896
Gough,31,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92243195,-118.3887787
Howard Community,2-Jan,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92248154,-118.3027573
Gough,21,Plugged,LG,Liquefied Gas,C5640,Chevron U.S.A. Inc.,33.92251968,-118.387764
Gough,35,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92257309,-118.3885117
Mcnally Ranch B,1-Oct,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.92259598,-118.0127335
Meyer,1,Idle,OG,Oil & Gas,7662,Santa Fe Done Oil Co.,33.92268753,-118.0546722
Howard Community,1-Feb,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92271042,-118.3013306
E.S.,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92272186,-118.3865356
Gough,11,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92273712,-118.3925705
Gough,10,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9227562,-118.3952255
Gough,8,Plugged,LG,Liquefied Gas,C5640,Chevron U.S.A. Inc.,33.92277527,-118.3876114
Kitselman,3,Plugged,DH,Dry Hole,3680,H. L. Kitselman,33.92300415,-118.3341446
Mary,1,Plugged,DH,Dry Hole,4083,"Howard Oil Co., Inc.",33.92303848,-118.3996124
Lease by Santa Fe Dome Oil Co. #2,1,Idle,OG,Oil & Gas,7663,Santa Fe Dome Oil Co. #2,33.92303848,-118.0547104
Kitselman,1,Idle,OG,Oil & Gas,3680,H. L. Kitselman,33.9230423,-118.3359146
Lease by Shamrock Syndicate,1,Idle,OG,Oil & Gas,7805,Shamrock Syndicate,33.92306137,-118.0636139
Gough,19,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92311859,-118.3935089
Athens,1,Plugged,OG,Oil & Gas,7776,Sentinel Oil Co.,33.92313766,-118.2957077
Gough,33,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92318344,-118.3911133
Gough,32,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92318726,-118.3911133
Gough,25,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92327499,-118.3908157
Gough,14,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92329407,-118.3884506
Gough,26,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92330551,-118.3916244
Gough,27,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92330551,-118.3917847
Gough,13,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92330933,-118.3879395
Santa Fe B,1,Plugged,DH,Dry Hole,A4525,Atlantic Richfield Company,33.92331696,-118.3952179
Gough,29,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92334366,-118.3915405
Gough,16,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92337418,-118.3908691
Gough,18,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92338181,-118.3917541
Howard Community,4-Jan,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92342758,-118.3053894
Deist,86-1,Active,OG,Oil & Gas,P4153,"Power Run Oil, LLC",33.92352295,-118.3029785
Lease by Stewart Anderson Syndicates,1-A,Plugged,OG,Oil & Gas,8088,Stewart Anderson Syndicates,33.92353439,-118.0729904
Howard,1,Active,OG,Oil & Gas,P4153,"Power Run Oil, LLC",33.92362595,-118.3017731
Geddes,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92363358,-118.2994385
Hunter,1,Active,OG,Oil & Gas,P4153,"Power Run Oil, LLC",33.92363739,-118.3039017
Howard Park Community,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.9236412,-118.2995071
Howard Community,3-Jan,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92364502,-118.3055954
Kitselman,2,Plugged,DH,Dry Hole,3680,H. L. Kitselman,33.92382431,-118.3728714
Lease by George R. Rider,1,Plugged,DH,Dry Hole,3373,George R. Rider,33.92382813,-118.4013061
Ducommun,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.92385864,-118.2911606
Lease by Brady 8 Well Syndicate,1,Idle,OG,Oil & Gas,904,Brady 8 Well Syndicate,33.92388535,-118.0539474
Ducommun,1-A,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.9239502,-118.2911529
Community,1,Idle,OG,Oil & Gas,8598,"Tureco Oil Co., Ltd.",33.923973,-118.261104
Lease by Top Notch Syndicate,1,Plugged,DH,Dry Hole,8495,Top Notch Syndicate,33.92399216,-118.0471191
Lease by Brady 8 Well Syndicate No 2,1,Idle,OG,Oil & Gas,905,Brady 8 Well Syndicate No 2,33.92400742,-118.0515442
Mosier,1,Plugged,OG,Oil & Gas,U0200,Union Oil Company of California,33.92420959,-118.3023987
Woodward,4,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92421341,-118.0025635
Moser,1,Plugged,OG,Oil & Gas,P4153,"Power Run Oil, LLC",33.92434311,-118.3008118
Howard Community,1-Jan,Plugged,WF,Waterflood,G0325,Geo Petroleum Inc.,33.92435837,-118.3075333
Howard Park Fee,4,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.92436218,-118.3048706
Lease by Luneta Oil Co.,1,Plugged,OG,Oil & Gas,5489,Luneta Oil Co.,33.92451477,-118.0456848
Van,1,Plugged,DH,Dry Hole,5216,Larco Oil Co.,33.92462921,-118.4062271
Lease by Luneta Oil Co.,1-A,Plugged,DH,Dry Hole,5489,Luneta Oil Co.,33.92468262,-118.0455246
Howard Park Fee,3,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.92473602,-118.3057632
Lease by Triangle Oil Co.,1,Plugged,DH,Dry Hole,8546,Triangle Oil Co.,33.92473984,-118.0701218
Huling,1,Idle,OG,Oil & Gas,5006,Kirkpatrick Syndicate 2 & 3,33.92486191,-118.0723343
Lease by Triangle Oil Syndicate #2,2,Idle,OG,Oil & Gas,8547,Triangle Oil Syndicate #2,33.92499542,-118.0690384
Howard Park Fee,2,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.92504501,-118.3042755
Woodward,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92505646,-117.9979477
Moser Community,2,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92517471,-118.301857
Lease by United States Oil & Royalties Co.,2-B,Idle,OG,Oil & Gas,8667,United States Oil & Royalties Co.,33.92520523,-118.0820465
Lease by United States Oil & Royalties Co.,2,Idle,OG,Oil & Gas,8667,United States Oil & Royalties Co.,33.92533112,-118.0813828
Woodward,3,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92539215,-118.0006485
Moser Community,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.92544174,-118.3027649
Lochmiller,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92566299,-117.9962006
Howard Park Fee,1,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.92573547,-118.3042679
Lease by United States Oil & Royalties Co.,3,Idle,DH,Dry Hole,8667,United States Oil & Royalties Co.,33.92588043,-118.0839844
Lease by Industrial Oil Synd. #5,52,Idle,OG,Oil & Gas,9588,Industrial Oil Synd. #5,33.926033,-118.070827
Lease by Security Oil Syndicate,1,Idle,OG,Oil & Gas,7762,Security Oil Syndicate,33.92607498,-118.0700684
Lease by McMahon & McDonald,1,Idle,OG,Oil & Gas,5830,McMahon & McDonald,33.92610931,-118.2999497
Finck,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92621613,-117.9942093
Mcnally,2,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.9262886,-118.0123978
Woodward,2,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92642975,-117.998764
Union-Poindexter,2,Plugged,OG,Oil & Gas,C5000,"Monterey Resources, Inc.",33.92651367,-118.3073883
Lochmiller,2,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92678833,-117.9919052
Woodward-Lewis,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92702484,-118.0033493
Geddes,1,Plugged,OG,Oil & Gas,P1400,Hondo Oil & Gas Company,33.92703247,-118.3009796
S.R.G. Community,1,Plugged,OG,Oil & Gas,P1400,Hondo Oil & Gas Company,33.9271431,-118.3011093
SCL & E,1,Plugged,OG,Oil & Gas,P1400,Hondo Oil & Gas Company,33.9271431,-118.3010101
Lease by Don L. Francis,1,Idle,OG,Oil & Gas,2199,Don L. Francis,33.92730713,-118.2592773
Union-Poindexter,3,Plugged,OG,Oil & Gas,C5000,"Monterey Resources, Inc.",33.92731094,-118.3044586
West Athens,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92737579,-118.2964325
Johnson,1,Plugged,OG,Oil & Gas,4360,J. E. Pettijohn,33.92746353,-118.3144913
Union-Poindexter,1,Plugged,OG,Oil & Gas,C5000,"Monterey Resources, Inc.",33.92746353,-118.3063889
Signal-Stern Realty,1,Plugged,OG,Oil & Gas,A2450,Phillips Petroleum Co.,33.9274826,-117.9887543
Shoemaker,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92762375,-117.996933
Tanamachi,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.92785263,-117.9949264
Lease by Industrial Oil Synd. #2,22,Plugged,OG,Oil & Gas,4216,Industrial Oil Synd. #2,33.92816925,-118.0706406
Lease by Wm Diller,1,Plugged,OG,Oil & Gas,9322,Wm Diller,33.92842865,-118.2568207
Woodhead,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92843628,-118.0764847
Meyer,1,Plugged,OG,Oil & Gas,7304,Ridge Hill Oil Co.,33.92848587,-118.0595245
Woodward,1,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,33.92855835,-117.9994965
East Santa Fe Springs Communit,1,Plugged,DH,Dry Hole,R3900,Rothschild Oil Co.,33.92868805,-118.0279694
Unit-A,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.92881393,-118.0176773
Huff,1,Plugged,OG,Oil & Gas,L0775,Lawbar Petroleum Inc.,33.92906952,-118.275444
Lease by Industrial Oil Syndicate #4,42,Plugged,OG,Oil & Gas,4218,Industrial Oil Syndicate #4,33.92915726,-118.0720749
Lease by Exxon Mobil Corporation,1,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.92925644,-118.0528336
Century Park Unit One,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.92938232,-118.3096466
Lease by Gilbert Petro. Corp.,1,Plugged,OG,Oil & Gas,3426,Gilbert Petro. Corp.,33.9294281,-118.0721664
Lease by Gilbert Petroleum Interests Inc.,1,Idle,OG,Oil & Gas,3427,Gilbert Petroleum Interests Inc.,33.92943573,-118.068779
Loftus,1,Active,OG,Oil & Gas,S3625,"Signal Hill Petroleum, Inc.",33.9294548,-118.4283066
Hyperion Corehole,1,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,33.92945862,-118.4331284
Los Angeles City-Hyperion,1,Plugged,OG,Oil & Gas,2571,Edwin W. & Harold R. Pauley,33.92947769,-118.430748
Newgate Unit B,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.92949295,-118.0377197
Lopicollo,1,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,33.92975616,-117.9925384
Fouquet,1,Plugged,OG,Oil & Gas,R3900,Rothschild Oil Co.,33.92988205,-118.0023499
SCL & E,2-A,Plugged,OG,Oil & Gas,P1400,Hondo Oil & Gas Company,33.92988968,-118.2990494
Community,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.93002319,-118.0220489
Meyer,1,Idle,OG,Oil & Gas,U0200,Union Oil Company of California,33.93020248,-118.0417633
Puente Corehole,1,Plugged,CH,Core Hole,C5640,Chevron U.S.A. Inc.,33.93030167,-118.2972794
Stubbs,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.93040085,-118.0018463
Leonis,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.93044662,-118.299408
Meyer,2,Idle,OG,Oil & Gas,U0200,Union Oil Company of California,33.93061447,-118.0411148
Lease by Exxon Mobil Corporation,5,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93066788,-118.0689697
Carmenita Comm.,2,Plugged,OG,Oil & Gas,U0200,Union Oil Company of California,33.93095398,-118.0472107
Lease by L. B. Chase Oil Co.,1,Idle,OG,Oil & Gas,5061,L. B. Chase Oil Co.,33.93098831,-118.1040192
Orchardale Community,1,Plugged,DH,Dry Hole,U0200,Union Oil Company of California,33.93119812,-118.0170441
Lennox,1,Plugged,DH,Dry Hole,5276,Lennox Petro. Co.,33.93122864,-118.3376846
Meyer,17,Plugged,OG,Oil & Gas,U0200,Union Oil Company of California,33.93122864,-118.053772
Norswing,1,Plugged,OG,Oil & Gas,9119,Westates Petroleum Co.,33.93122864,-118.0731659
Pacific Southwest,2,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.93124771,-118.4261246
Meyer,1,Plugged,OG,Oil & Gas,A4400,Atlantic Oil Company,33.93125153,-118.0517578
Anderson,1,Plugged,DH,Dry Hole,U0200,Union Oil Company of California,33.93126678,-118.3009491
Anderson-Western,1,Plugged,DH,Dry Hole,A4525,Atlantic Richfield Company,33.93130493,-118.3005524
Lease by Santa Fe Springs Oil synd. No. 2,1,Plugged,OG,Oil & Gas,7674,Santa Fe Springs Oil synd. No. 2,33.93133163,-118.0721359
Surbeck,1,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93133926,-118.0679016
Lease by Santa Fe Springs Oil Synd. No. 3,1,Plugged,OG,Oil & Gas,7675,Santa Fe Springs Oil Synd. No. 3,33.93136215,-118.0699387
Meyer,1-A,Plugged,OG,Oil & Gas,A4400,Atlantic Oil Company,33.93136978,-118.0517731
Lease by Exxon Mobil Corporation,4,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93139648,-118.0686417
Anderson-Western,2,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.93143082,-118.3085022
Johnson,1,Plugged,DH,Dry Hole,3131,Frederick A. Speik,33.93149948,-118.3201599
Meyer,2,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93151474,-118.0550613
Newgate Unit A,1,Plugged,OG,Oil & Gas,D1870,Deuel Pet. Co. Inc.,33.93154907,-118.0349808
Lease by Santa Fe Springs Oil synd. No. 2,3,Idle,OG,Oil & Gas,7674,Santa Fe Springs Oil synd. No. 2,33.93157959,-118.071228
Johnson,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9320755,-118.0687485
Patterson,1,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93212128,-118.0678482
Lease by Exxon Mobil Corporation,2,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93212509,-118.0657654
Jalk,7,Plugged,OG,Oil & Gas,2507,East Santa Fe Oil Co.,33.93213654,-118.0709381
Johnson,3,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93214417,-118.0699616
Lease by Goodman Santa Fe Springs SPE LLC,1-A,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93218994,-118.0642929
Lease by Goodman Santa Fe Springs SPE LLC,1-X1,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93219757,-118.0644607
Jalk,6,Plugged,OG,Oil & Gas,2507,East Santa Fe Oil Co.,33.9322052,-118.072113
Patterson,6,Plugged,OG,Oil & Gas,7312,Ring Oil Co.,33.93224716,-118.0661697
So. Whittier Comm.,13,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93228531,-118.0545807
S.F.S.,12,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93229675,-118.0632553
Lease by Buckeye Union Oil Co.,5,Plugged,OG,Oil & Gas,960,Buckeye Union Oil Co.,33.93240738,-118.0555878
Meyer,5,Plugged,DH,Dry Hole,U0200,Union Oil Company of California,33.93264008,-118.041275
Westmore Land Co.,1,Plugged,OG,Oil & Gas,4360,J. E. Pettijohn,33.93269348,-118.3124542
Simmons,1,Plugged,DH,Dry Hole,489,Associated Piping & Engineering Co.,33.93270874,-117.9897842
Lease by A. B. Edler,1,Plugged,OG,Oil & Gas,24,A. B. Edler,33.93282318,-118.0484695
West Athens,1,Plugged,OG,Oil & Gas,O2400,Oxy Petroleum Inc.,33.93286133,-118.3086472
Mono Racetrack,1,Plugged,OG,Oil & Gas,O2400,Oxy Petroleum Inc.,33.93291473,-118.3086472
So. Whittier Comm.,16,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93309021,-118.0546341
Baker,2,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93311691,-118.0650406
Baker,1,Plugged,OG,Oil & Gas,7312,Ring Oil Co.,33.93312073,-118.0658493
Baker,3,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93312836,-118.0641937
Baker,1,Idle,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93313217,-118.0657883
Wilshire-Gill,1,Idle,OG,Oil & Gas,5005,Kirkpatrick Syndicate 2,33.9331398,-118.0729828
S.F.S.,16,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9332962,-118.0633011
Lease by Buckeye Union Oil Co.,4,Idle,OG,Oil & Gas,960,Buckeye Union Oil Co.,33.93335342,-118.0556412
Baker,1,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93338776,-118.0644684
Lease by Kirkpatrick Syndicate 2,2,Plugged,OG,Oil & Gas,5005,Kirkpatrick Syndicate 2,33.93341064,-118.0736084
Booth,1,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.93341827,-118.0746536
S. F.,9,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93347168,-118.0605927
Johnson,3,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93350983,-118.0688248
Patterson,2,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93352509,-118.0677872
Patterson,5,Plugged,OG,Oil & Gas,7312,Ring Oil Co.,33.93354034,-118.0661697
Lease by C. S. Akers,1,Idle,OG,Oil & Gas,1151,C. S. Akers,33.933618,-118.133781
Meyer,13,Plugged,OG,Oil & Gas,U0200,Union Oil Company of California,33.93379593,-118.0482483
Baker,2,Plugged,OG,Oil & Gas,7312,Ring Oil Co.,33.93379974,-118.0659637
Carmenita Community,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93390656,-118.0458984
Anderson,1,Plugged,DH,Dry Hole,7377,"Robert S. Lytle, Operator",33.93395615,-118.3031006
South Whittier Community,37,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.93397522,-118.0517883
S. F.,5,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.93399048,-118.0578156
Jalk,5,Plugged,OG,Oil & Gas,P4800,Pyramid Oil Company,33.93399429,-118.0731354
Anchor,4,Plugged,OG,Oil & Gas,G2567,Goodman Santa Fe Springs SPE LLC,33.93400574,-118.0644302
Lease by Emil W. Plegel,6,Idle,OG,Oil & Gas,P3910,Emil W. Plegel,33.934021,-118.0567245
