LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
Howard Park,2,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91140747,-118.2817535
Howard Park,21,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91151047,-118.2803268
Lease by Nevada Ventura Oil Synd.,1,Idle,OG,Oil & Gas,6229,Nevada Ventura Oil Synd.,33.91152191,-118.0373383
Russell,6,Plugged,OG,Oil & Gas,M2400,Marmac Resources Co.,33.91157913,-118.2778778
Refinery,4,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91159821,-118.3967743
Johnson,44,Plugged,OG,Oil & Gas,O8125,Sun Exploration & Production Co.,33.91159821,-118.3716431
Block,19,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91175461,-118.387207
Republic,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.91176224,-118.3907013
Security,5,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91177368,-118.3948517
Block,15,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91183472,-118.3893967
El Segundo,2,Active,OG,Oil & Gas,B5835,Brayton-Hodges Petroleum Inc.,33.9118576,-118.3841629
Lease by Nevada Ventura Oil Synd.,2,Plugged,OG,Oil & Gas,6229,Nevada Ventura Oil Synd.,33.91190338,-118.037323
Security,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91197205,-118.3924408
Johnson Two,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91199493,-118.3774796
Howard Park,36,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91200638,-118.2817459
Lease by Marmac Resources Co.,47,Plugged,OG,Oil & Gas,M2400,Marmac Resources Co.,33.91221237,-118.2775116
Cowan,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.91238403,-118.2690353
Vaughn,4,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91239166,-118.2778473
Vaughn,5,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91239166,-118.2768707
Lease by Planet Oil Co.,2,Plugged,OG,Oil & Gas,6877,Planet Oil Co.,33.91242981,-118.2800827
Howard Park,31,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91246796,-118.2788315
Howard Park,7,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91253281,-118.2837372
S.E. Santa Fe Springs,1,Plugged,DH,Dry Hole,9119,Westates Petroleum Co.,33.91254807,-118.0388641
Jamison,1,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91256714,-118.2798767
Planet,3,Plugged,OG,Oil & Gas,2865,F. Robert Reynolds,33.91267014,-118.2801514
Howard Park,46,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91271591,-118.280571
Pacific-Clark,3,Plugged,OG,Oil & Gas,T1310,"Terra Exploration & Production Co., Inc.",33.91273499,-118.2810898
Howard Park,33,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91280746,-118.2849808
Howard Park,1,Active,OG,Oil & Gas,C8100,"Cooper & Brain, Inc.",33.91282272,-118.2857437
Howard Park,2,Active,OG,Oil & Gas,C8100,"Cooper & Brain, Inc.",33.91295624,-118.2857437
Lease by A. A. Craig,1,Idle,OG,Oil & Gas,17,A. A. Craig,33.91301727,-118.2006912
Halverson,1,Plugged,OG,Oil & Gas,898,Bradley and Menveg,33.91309357,-118.2801209
Howard Park,4,Plugged,OG,Oil & Gas,4391,J. H. Marion,33.91309357,-118.2882385
Horowitz,1,Plugged,DH,Dry Hole,U0200,Union Oil Company of California,33.91318893,-118.2690277
"Lease by Charles T. McCowin, Jr.",3,Plugged,OG,Oil & Gas,1530,"Charles T. McCowin, Jr.",33.91319656,-118.2771454
"Lease by Charles T. McCowin, Jr.",1,Plugged,OG,Oil & Gas,1530,"Charles T. McCowin, Jr.",33.91320038,-118.2781219
Agate,13-Jan,Plugged,DH,Dry Hole,S3100,Shell Western E&P Inc.,33.91320419,-118.3052902
Block,17,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.9132576,-118.3866348
Block,14,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.91326141,-118.3881073
Pacific-Clark,1,Active,OG,Oil & Gas,G3995,"Guzman Energy, Inc.",33.9132843,-118.2810898
Block,18,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.91329193,-118.3850021
Security,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91356277,-118.3927765
Security,4,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91357803,-118.3949432
Republic-El Segundo,8,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.91360092,-118.3907394
Howard Park,30,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91360092,-118.2788162
Century-Wright,16,Plugged,OG,Oil & Gas,1476,Century Oil Co.,33.91360474,-118.2769012
Howard Park,43,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91361618,-118.2799835
Lease by American Oil Syndicate,1,Idle,OG,Oil & Gas,310,American Oil Syndicate,33.91363,-117.974911
Howard Park,3,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91365814,-118.281807
Carlin Community,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.91373825,-118.2185059
Core Hole,1,Plugged,CH,Core Hole,398,Apex Dev. Corp.,33.91374969,-118.2543869
Howard Park,29,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91378403,-118.2804947
"Lease by Charles T. McCowin, Jr.",2,Plugged,OG,Oil & Gas,1530,"Charles T. McCowin, Jr.",33.91385269,-118.2780762
Howard Park,42,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91394424,-118.281807
Howard Park,37,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91398621,-118.2852554
Howard Park,1,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91400146,-118.2836227
Swigert,1,Plugged,OG,Oil & Gas,G2700,Graner Oil Co.,33.91400146,-118.2794342
Pacific-Clark,2,Active,OG,Oil & Gas,G3995,"Guzman Energy, Inc.",33.91400528,-118.2810745
Howard Park,44,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91400909,-118.2803802
Refinery,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91401672,-118.3983841
Refinery,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91422653,-118.4001465
Refinery,8,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91440582,-118.4011612
"Lease by Charles T. McCowin, Jr.",4,Plugged,OG,Oil & Gas,1530,"Charles T. McCowin, Jr.",33.91452789,-118.2779083
Howard Park,32,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91453552,-118.2788162
Lease by Lincoln Oil Synd. No. 1,1,Idle,OG,Oil & Gas,9494,Lincoln Oil Synd. No. 1,33.914641,-118.071229
Howard Park,20,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91494751,-118.2866363
Howard Park,19,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91495132,-118.2848892
Howard Park,34,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91495514,-118.2801285
Howard Park,28,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91495895,-118.2818527
Howard Park,18,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91496658,-118.284111
Block,13,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.9149704,-118.3898926
Howard Park,35,Plugged,OG,Oil & Gas,S1125,"Santa Fe Energy Operating Partners, L.P.",33.91497803,-118.2835693
Security,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91505814,-118.3931046
Howard Park,41,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91510773,-118.2819748
Security,3,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91539383,-118.3944626
Refinery,7,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91542053,-118.4024048
Refinery,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91542435,-118.3969269
Republic-El Segundo,2,Plugged,OG,Oil & Gas,B4800,Block Oil Co.,33.91542435,-118.3906403
Block,16,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91543198,-118.387146
Refinery,3,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91556931,-118.3986664
Refinery,5,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91558075,-118.4008484
Lease by John B. Harding,1,Idle,OG,Oil & Gas,4672,John B. Harding,33.91558456,-118.2684936
Landowners,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.91562653,-118.3689041
Fortuna,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.91563034,-118.3949356
Refinery,11,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91574478,-118.4071655
Howard Park,40,Plugged,OG,Oil & Gas,C5000,"Monterey Resources, Inc.",33.91575623,-118.2836914
Refinery,9,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91583252,-118.4068375
Howard Park,26,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91595459,-118.2804413
Johnson,1,Plugged,DH,Dry Hole,M6900,Mobil Oil Corporation,33.91597366,-118.3702087
Downey Land Co.,1,Plugged,DH,Dry Hole,2247,Downey Land Co.,33.91600418,-118.1252975
Howard Park,25,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91600418,-118.2814331
T.I.T.,1,Plugged,DH,Dry Hole,4510,Jack Herley and Paul L. Kelley,33.91603088,-118.2967377
Saulque,1,Plugged,DH,Dry Hole,1277,Calizoo Oil Co.,33.91604614,-118.2497406
Howard Park,22,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91605377,-118.2824631
Lease by M. G. & N.,1,Idle,OG,Oil & Gas,5543,M. G. & N.,33.91605759,-118.288765
Howard Park,13,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91609573,-118.2868271
Howard Park,14,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91609573,-118.2873535
Howard Park,9,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91609955,-118.2861176
Howard Park,8,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91610336,-118.2881165
Inca,1,Plugged,OG,Oil & Gas,A4750,Avalon Petroleum Corp.,33.91610336,-118.2890472
Lease by Nancy E. Anthony,1,Idle,OG,Oil & Gas,6162,Nancy E. Anthony,33.916131,-118.26021
Howard Park,27,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91614914,-118.2824554
Howard Park,10,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91615295,-118.2837067
Howard Park,24,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91615295,-118.2818832
Howard Park,17,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91615677,-118.2842789
Howard Park,23,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.9161644,-118.2829666
Hanners,1,Idle,OG,Oil & Gas,3774,Hanners Oil Co.,33.91616821,-118.2675857
Howard Park,16,Plugged,OG,Oil & Gas,P2600,Petro-Lewis Corp.,33.91616821,-118.2855606
Howard Park,12,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91622543,-118.2849121
Lease by L. F. Bassett and Blaine White,1,Idle,OG,Oil & Gas,5088,L. F. Bassett and Blaine White,33.91651535,-118.2769546
H. & O.,12,Idle,OG,Oil & Gas,4013,Hitchcock & Ort,33.91652679,-118.2891159
Lease by Kohlbush & Johnston,5,Idle,OG,Oil & Gas,5023,Kohlbush & Johnston,33.91653824,-118.2780533
Athens,8,Plugged,OG,Oil & Gas,3600,Guy N. Stafford,33.91653824,-118.2819519
Lack-Messenger,11,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91653824,-118.2879715
Richfield,1,Plugged,OG,Oil & Gas,S2200,Scott Oil Co.,33.91653824,-118.2863617
Jackson-Leuzinger,1,Plugged,DH,Dry Hole,7116,R. W. and Geo. H. Jackson,33.91654587,-118.370697
Ellis-Rose,1,Plugged,OG,Oil & Gas,A4550,Arco Western Energy Co.,33.91654587,-118.2895889
Howard-Griswold,14,Plugged,OG,Oil & Gas,H3400,Herley-Kelley LLC,33.9165535,-118.2834168
Lease by L. F. Bassett and Blaine White,1,Idle,OG,Oil & Gas,5088,L. F. Bassett and Blaine White,33.916577,-118.2773305
Perkins,2,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.9165802,-118.284195
Hercules,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91658783,-118.2866058
Marine,31,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91659164,-118.2838593
Hercules,1,Plugged,OG,Oil & Gas,4451,J. Paul Getty,33.91660309,-118.2859955
Kanady,1,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91664124,-118.2884521
Diane,1,Plugged,OG,Oil & Gas,4510,Jack Herley and Paul L. Kelley,33.91665649,-118.2852554
El Segundo Eh,1,Plugged,OG,Oil & Gas,O2400,Oxy Petroleum Inc.,33.91666031,-118.4159393
Book,1,Plugged,OG,Oil & Gas,S2200,Scott Oil Co.,33.91666412,-118.2873383
Security,1,Plugged,DH,Dry Hole,S7500,The Superior Oil Co.,33.9166832,-118.3661575
Kreitz Community,1,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91671371,-118.282402
Title Insurance And Trust Co.,1,Active,OG,Oil & Gas,C8100,"Cooper & Brain, Inc.",33.91674805,-118.4250259
Athens,13,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91674805,-118.2816925
Title Insurance And Trust Co.,2,Active,WD,Water Disposal,C8100,"Cooper & Brain, Inc.",33.91675949,-118.4250183
El Segundo,4,Plugged,OG,Oil & Gas,2591,El Segundo Oil Co.,33.91676331,-118.4028778
Title Insurance And Trust Co.,3,Plugged,OG,Oil & Gas,C8100,"Cooper & Brain, Inc.",33.91677475,-118.4250031
Athens,1,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.91677475,-118.2804565
Fee,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91677856,-118.2868195
Hodnett-Roberts,9,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91679382,-118.2846832
Athens,19-1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91680145,-118.2852325
"Lease by McFaddin, McDowell & Bering",1,Plugged,DH,Dry Hole,5805,"McFaddin, McDowell & Bering",33.91681671,-118.3718262
Lease by Equitable Oil Syndicate No. 1,1,Plugged,DH,Dry Hole,2673,Equitable Oil Syndicate No. 1,33.91682434,-118.0610352
Lease by Chas. McFadden,1,Idle,OG,Oil & Gas,1548,Chas. McFadden,33.91683197,-118.366951
Lease by Equitable Oil Syndicate No. 1,1-A,Idle,OG,Oil & Gas,2673,Equitable Oil Syndicate No. 1,33.91683197,-118.0598373
Lease by J. M. Ackerman,1,Plugged,OG,Oil & Gas,4430,J. M. Ackerman,33.91684341,-118.2836227
Lease by Signal Finance Corp.,1,Plugged,DH,Dry Hole,7852,Signal Finance Corp.,33.91684723,-118.3336105
Fee,3,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91685867,-118.2868805
Pierce Community,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91685867,-118.2822113
H. & O.,14,Idle,OG,Oil & Gas,4013,Hitchcock & Ort,33.91688156,-118.2889252
Bud Gerner,1,Plugged,OG,Oil & Gas,558,B. E. Gerner,33.91695404,-118.283432
Leuzinger,1,Plugged,DH,Dry Hole,86,A.L. Kitselman,33.91696167,-118.3740921
Elsie,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.91702271,-118.3968811
Lease by Petroleum Products Syndicate,1,Plugged,DH,Dry Hole,6796,Petroleum Products Syndicate,33.91704941,-118.009285
Athens,1,Plugged,OG,Oil & Gas,A4550,Arco Western Energy Co.,33.91704941,-118.2854309
Dixon,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91705322,-118.2886581
Diane,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91709137,-118.2847748
Bohon,1,Idle,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91710281,-118.3691864
Bohon,1A,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.91710663,-118.3690262
Elsie,2,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.91710663,-118.3986282
Suncoast,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91711044,-118.2842789
Athens,2,Plugged,OG,Oil & Gas,A4550,Arco Western Energy Co.,33.91711426,-118.2860413
Mccray,1,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.9171257,-118.4008408
Woods,1,Plugged,OG,Oil & Gas,2274,"Dresco, Inc.",33.917202,-118.3795395
"Lease by Golden State Expl. Co., Ltd.",1,Plugged,OG,Oil & Gas,3477,"Golden State Expl. Co., Ltd.",33.91722107,-118.2859039
Gough,4,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91725159,-118.3947754
A. S. Gough,1,Plugged,OG,Oil & Gas,M1700,Marathon Oil Company,33.91727829,-118.3903656
Buffington,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91728973,-118.3862
Gough,2,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91729736,-118.3884354
Leuzinger,1,Plugged,DH,Dry Hole,A4525,Atlantic Richfield Company,33.91730118,-118.3756714
Athens,4,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91733551,-118.2847671
Marine,34,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.9173584,-118.2840958
Marine,37,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91737366,-118.2834244
Kreitz Community,3,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91738129,-118.281662
Kreitz Community,2,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.9173851,-118.2824783
Reddish,15,Plugged,OG,Oil & Gas,4510,Jack Herley and Paul L. Kelley,33.91739273,-118.2852249
Athens,5,Plugged,OG,Oil & Gas,9170,Westoil Corp.,33.91740417,-118.2872925
Wilson,3,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.9174118,-118.2866669
Bradford,10,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91741562,-118.2879944
Quill,1,Plugged,DH,Dry Hole,S7500,The Superior Oil Co.,33.91744232,-118.145874
Emerald,1,Plugged,OG,Oil & Gas,8342,The Emerald Oil Co.,33.91753006,-118.2903366
Lease by The Superior Oil Co.,1,Plugged,DH,Dry Hole,S7500,The Superior Oil Co.,33.91753769,-118.1467667
H. & O.,11,Idle,OG,Oil & Gas,4013,Hitchcock & Ort,33.9175415,-118.2909393
Sunset,1,Plugged,OG,Oil & Gas,S2200,Scott Oil Co.,33.91758347,-118.2871094
Athens,2,Plugged,OG,Oil & Gas,3600,Guy N. Stafford,33.91759109,-118.2859344
Mccray,2,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.91759491,-118.4019928
Athens,2-A,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91759491,-118.2858505
Folsom,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91762924,-118.2891235
Athens,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.9176445,-118.2901611
"Lease by Lynwood Consolidated Oil Interest, Inc.",1,Idle,OG,Oil & Gas,5504,"Lynwood Consolidated Oil Interest, Inc.",33.917672,-118.207708
Bateman,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91774368,-118.2885437
Bud Gerner,2,Plugged,OG,Oil & Gas,610,Ball & Gerner,33.91775131,-118.2816696
Lease by Olympic Refining Co.,R-8,Plugged,OG,Oil & Gas,6453,Olympic Refining Co.,33.91775894,-118.2836304
Lease by D.D. Dunlap & John F. Tracey,1,Idle,OG,Oil & Gas,1980,D.D. Dunlap & John F. Tracey,33.91776657,-118.2820969
Marine,39,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91776657,-118.2826233
Lease by Marmac Resources Co.,21-Mar,Plugged,OG,Oil & Gas,M2400,Marmac Resources Co.,33.91785431,-118.2845764
Wright,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91785812,-118.2823868
Marine,44,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91786575,-118.2868195
Mcnally,1,Plugged,DH,Dry Hole,C7800,Conoco Inc.,33.91796112,-118.0195236
Mcbride,1,Plugged,OG,Oil & Gas,4430,J. M. Ackerman,33.91796494,-118.2838516
Athens,1,Plugged,OG,Oil & Gas,6781,Petroleum Development Co.,33.91796875,-118.2851257
Leithead,1,Plugged,OG,Oil & Gas,A4550,Arco Western Energy Co.,33.91798782,-118.284317
Leuzinger,2,Plugged,DH,Dry Hole,86,A.L. Kitselman,33.9180336,-118.3718109
Marine,33,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91805267,-118.2877045
Athens,12,Plugged,OG,Oil & Gas,1322,Cameron Wright,33.91805649,-118.2818832
Stafford Athens,3,Plugged,OG,Oil & Gas,3600,Guy N. Stafford,33.91805649,-118.2832107
Athens,6,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91806793,-118.2856216
Wilson,4,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91809845,-118.2859039
Grauman-Wallace,1,Plugged,OG,Oil & Gas,2592,El Segundo Oil Corp.,33.91812897,-118.4011459
Athens,3,Plugged,OG,Oil & Gas,5125,L. R. Knowlton,33.91816711,-118.2910232
Lease by Klondyke Oil Co.,1,Idle,OG,Oil & Gas,5013,Klondyke Oil Co.,33.91818619,-118.0435867
Athens,9,Plugged,OG,Oil & Gas,4816,Julian Petroleum Corp.,33.91819,-118.2836685
Elsie Comm.,1,Plugged,OG,Oil & Gas,S3625,"Signal Hill Petroleum, Inc.",33.91819382,-118.39991
Gough,23,Plugged,LG,Liquefied Gas,C5640,Chevron U.S.A. Inc.,33.91823196,-118.3883057
El Segundo,2,Active,OG,Oil & Gas,E0830,"El Segundo Oil, LLC",33.91823959,-118.4052963
Bydal,1,Idle,OG,Oil & Gas,1418,Carson Oil Corp.,33.91825867,-118.2884674
Lease by Stewart Anderson Syndicates,1,Idle,OG,Oil & Gas,8088,Stewart Anderson Syndicates,33.91831207,-118.0729904
Collier,13,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91832352,-118.2840958
Wilcox-Jones,8,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.91832733,-118.2888489
Athens,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91836929,-118.2872467
Athens,1,Idle,OG,Oil & Gas,4777,Joseph B. Dabney,33.91839218,-118.2813415
"Lease by Ruchti Petro. Co., Inc.",4,Plugged,OG,Oil & Gas,7473,"Ruchti Petro. Co., Inc.",33.918396,-118.3988724
Lease by Olympic Refining Co.,R-7,Plugged,OG,Oil & Gas,6453,Olympic Refining Co.,33.91840363,-118.283577
Shollenberger,4,Plugged,OG,Oil & Gas,2348,E. B. Gormley,33.91841125,-118.2845383
Ramsey-Wallace,1,Plugged,OG,Oil & Gas,3511,Government Refining & Gasoline Corp.Ltd.,33.91843414,-118.3976669
Converse,1,Plugged,OG,Oil & Gas,401,"Apex Petroleum Corporation, Ltd.",33.91844559,-118.4029083
Athens,2,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91845322,-118.2865677
Athens,11,Plugged,OG,Oil & Gas,4816,Julian Petroleum Corp.,33.91852188,-118.2881622
Lease by J. T. Robertson Co.,2,Idle,OG,Oil & Gas,4478,J. T. Robertson Co.,33.91857529,-118.281929
Parkford,1,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.9185791,-118.2876968
Marine,38,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91860199,-118.284317
Copinger-Wallace,2,Plugged,OG,Oil & Gas,4853,K. Sims,33.91862488,-118.399971
Guaranty-Wallace,1,Plugged,OG,Oil & Gas,7871,Silver Wing Oil Co.,33.91865158,-118.4040756
Athens,5,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.9186821,-118.2859039
Athens,1,Plugged,OG,Oil & Gas,5125,L. R. Knowlton,33.91868973,-118.2894516
"Lease by Garner Engineering, Inc.",J-1,Active,OG,Oil & Gas,G1460,"Garner Engineering, Inc.",33.91873932,-118.2894592
El Segundo,1,Active,OG,Oil & Gas,E0830,"El Segundo Oil, LLC",33.91876221,-118.4061813
Athens,5,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91876984,-118.287323
"Lease by Tri State Petro. Corp., Ltd.",3,Plugged,OG,Oil & Gas,8544,"Tri State Petro. Corp., Ltd.",33.91884232,-118.3061371
Athens,8,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91885757,-118.2836456
Lease by Geo Petroleum Inc.,12-1A,Plugged,OG,Oil & Gas,G0325,Geo Petroleum Inc.,33.91893768,-118.2858963
Elsie Community,4,Plugged,OG,Oil & Gas,C7800,Conoco Inc.,33.91902924,-118.4070816
Culver,1,Plugged,OG,Oil & Gas,3600,Guy N. Stafford,33.91902924,-118.2846451
Swigert,6,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91903305,-118.2886887
Lease by Atlantic Richfield Company,R-22,Idle,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.91903687,-118.2827683
German Community,1,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91910553,-118.0057297
Gough,7,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91913223,-118.3946838
A. S. Gough,3,Plugged,OG,Oil & Gas,M1700,Marathon Oil Company,33.91913605,-118.3880157
Leuzinger,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,33.91915131,-118.3750763
Athens,4,Plugged,OG,Oil & Gas,9170,Westoil Corp.,33.91915131,-118.2881851
Mitchell,1,Plugged,OG,Oil & Gas,A4550,Arco Western Energy Co.,33.91915131,-118.2902756
Mciver,3,Plugged,OG,Oil & Gas,C5640,Chevron U.S.A. Inc.,33.91917038,-118.2878113
Athens,7,Plugged,OG,Oil & Gas,3600,Guy N. Stafford,33.91928101,-118.2895966
Lease by Davis & Haines,1,Plugged,OG,Oil & Gas,2079,Davis & Haines,33.91929626,-118.2872391
Marine,43,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91944885,-118.2892532
Athens,1,Plugged,OG,Oil & Gas,C9100,Crown Central Petro. Corp.,33.91945267,-118.2837906
