FIPS,Area Name,Census Tract,Total Population:,Total: White,Total: Black,Total: AmerIndian,Total: Asian,Total: Hawaiian and PacIslander,Total: Other,Total: Mixed,% Total: White,% Total: Black,% Total: AmerIndian,% Total: Asian,% Total: Hawaiian and PacIslander,% Total: Other,% Total: Mixed,Total: Not Hispanic or Latino,Total: Hispanic or Latino,% Total: Not Hispanic or Latino,% Total: Hispanic or Latino
6037211420,Census Tract 2114.20,211420,3573,1136,315,5,927,0,1120,70,31.79,8.82,0.14,25.94,0,31.35,1.96,1750,1823,48.98,51.02
6037211500,Census Tract 2115,211500,4175,1314,191,0,1805,0,637,228,31.47,4.57,0,43.23,0,15.26,5.46,3281,894,78.59,21.41
6037211701,Census Tract 2117.01,211701,2596,993,177,0,1169,0,61,196,38.25,6.82,0,45.03,0,2.35,7.55,2395,201,92.26,7.74
6037211703,Census Tract 2117.03,211703,4841,1690,353,0,1779,0,928,91,34.91,7.29,0,36.75,0,19.17,1.88,2772,2069,57.26,42.74
6037211704,Census Tract 2117.04,211704,2796,695,248,0,1469,0,311,73,24.86,8.87,0,52.54,0,11.12,2.61,2232,564,79.83,20.17
6037211802,Census Tract 2118.02,211802,4682,1189,298,39,2149,180,761,66,25.4,6.36,0.83,45.9,3.84,16.25,1.41,3274,1408,69.93,30.07
6037211803,Census Tract 2118.03,211803,3701,582,64,0,2586,27,340,102,15.73,1.73,0,69.87,0.73,9.19,2.76,2947,754,79.63,20.37
6037211804,Census Tract 2118.04,211804,3221,440,79,72,2298,0,161,171,13.66,2.45,2.24,71.34,0,5,5.31,2828,393,87.8,12.2
6037211910,Census Tract 2119.10,211910,4371,1891,184,7,1164,0,1008,117,43.26,4.21,0.16,26.63,0,23.06,2.68,1791,2580,40.97,59.03
6037211921,Census Tract 2119.21,211921,2521,537,89,12,951,0,745,187,21.3,3.53,0.48,37.72,0,29.55,7.42,1459,1062,57.87,42.13
6037211922,Census Tract 2119.22,211922,3269,912,231,41,1450,9,618,8,27.9,7.07,1.25,44.36,0.28,18.9,0.24,1927,1342,58.95,41.05
6037212101,Census Tract 2121.01,212101,3187,757,723,34,1204,0,328,141,23.75,22.69,1.07,37.78,0,10.29,4.42,2384,803,74.8,25.2
6037212102,Census Tract 2121.02,212102,2291,467,385,19,961,39,403,17,20.38,16.8,0.83,41.95,1.7,17.59,0.74,1663,628,72.59,27.41
6037212202,Census Tract 2122.02,212202,3424,1104,161,0,715,0,1425,19,32.24,4.7,0,20.88,0,41.62,0.55,1032,2392,30.14,69.86
6037212203,Census Tract 2122.03,212203,2914,810,175,0,720,19,1090,100,27.8,6.01,0,24.71,0.65,37.41,3.43,1147,1767,39.36,60.64
6037212204,Census Tract 2122.04,212204,3584,969,328,17,630,0,1575,65,27.04,9.15,0.47,17.58,0,43.95,1.81,1143,2441,31.89,68.11
6037212303,Census Tract 2123.03,212303,3837,1228,276,17,831,0,1357,128,32,7.19,0.44,21.66,0,35.37,3.34,1401,2436,36.51,63.49
6037212304,Census Tract 2123.04,212304,1832,619,84,12,247,7,821,42,33.79,4.59,0.66,13.48,0.38,44.81,2.29,688,1144,37.55,62.45
6037212305,Census Tract 2123.05,212305,3025,733,99,68,592,0,1474,59,24.23,3.27,2.25,19.57,0,48.73,1.95,905,2120,29.92,70.08
6037212306,Census Tract 2123.06,212306,3413,734,35,75,1304,0,1150,115,21.51,1.03,2.2,38.21,0,33.69,3.37,1505,1908,44.1,55.9
6037212410,Census Tract 2124.10,212410,4318,556,168,0,1791,0,1628,175,12.88,3.89,0,41.48,0,37.7,4.05,2362,1956,54.7,45.3
6037212420,Census Tract 2124.20,212420,3517,457,240,41,1064,0,1630,85,12.99,6.82,1.17,30.25,0,46.35,2.42,1612,1905,45.83,54.17
6037212501,Census Tract 2125.01,212501,1940,684,99,7,432,0,681,37,35.26,5.1,0.36,22.27,0,35.1,1.91,894,1046,46.08,53.92
6037212502,Census Tract 2125.02,212502,2810,576,188,0,1212,0,724,110,20.5,6.69,0,43.13,0,25.77,3.91,1863,947,66.3,33.7
6037212610,Census Tract 2126.10,212610,4447,892,115,0,2332,0,1044,64,20.06,2.59,0,52.44,0,23.48,1.44,2841,1606,63.89,36.11
6037212620,Census Tract 2126.20,212620,4087,777,123,45,1637,0,1351,154,19.01,3.01,1.1,40.05,0,33.06,3.77,2282,1805,55.84,44.16
6037212701,Census Tract 2127.01,212701,2276,457,238,0,1354,0,176,51,20.08,10.46,0,59.49,0,7.73,2.24,1770,506,77.77,22.23
6037212702,Census Tract 2127.02,212702,3632,920,319,16,1754,0,548,75,25.33,8.78,0.44,48.29,0,15.09,2.06,3065,567,84.39,15.61
6037212800,Census Tract 2128,212800,3543,1219,500,12,967,0,579,266,34.41,14.11,0.34,27.29,0,16.34,7.51,2408,1135,67.97,32.03
6037212900,Census Tract 2129,212900,4067,1515,459,38,1048,0,924,83,37.25,11.29,0.93,25.77,0,22.72,2.04,1979,2088,48.66,51.34
6037213100,Census Tract 2131,213100,3014,523,346,0,1443,0,666,36,17.35,11.48,0,47.88,0,22.1,1.19,2024,990,67.15,32.85
6037213201,Census Tract 2132.01,213201,3932,619,47,64,1935,0,1210,57,15.74,1.2,1.63,49.21,0,30.77,1.45,2212,1720,56.26,43.74
6037213202,Census Tract 2132.02,213202,3942,716,26,19,1053,0,2018,110,18.16,0.66,0.48,26.71,0,51.19,2.79,1248,2694,31.66,68.34
6037213310,Census Tract 2133.10,213310,3015,411,67,32,924,0,1537,44,13.63,2.22,1.06,30.65,0,50.98,1.46,1075,1940,35.66,64.34
6037213320,Census Tract 2133.20,213320,2469,525,62,0,775,5,1059,43,21.26,2.51,0,31.39,0.2,42.89,1.74,875,1594,35.44,64.56
6037213401,Census Tract 2134.01,213401,4859,1833,132,0,1016,0,1869,9,37.72,2.72,0,20.91,0,38.46,0.19,1425,3434,29.33,70.67
6037213402,Census Tract 2134.02,213402,4857,1532,275,17,1005,1,1913,114,31.54,5.66,0.35,20.69,0.02,39.39,2.35,1542,3315,31.75,68.25
6037214000,Census Tract 2140,214000,4277,3890,27,0,169,0,105,86,90.95,0.63,0,3.95,0,2.45,2.01,3964,313,92.68,7.32
6037214100,Census Tract 2141,214100,3668,3186,59,0,137,4,208,74,86.86,1.61,0,3.74,0.11,5.67,2.02,3344,324,91.17,8.83
6037214400,Census Tract 2144,214400,2916,2526,73,0,152,0,92,73,86.63,2.5,0,5.21,0,3.16,2.5,2584,332,88.61,11.39
6037214501,Census Tract 2145.01,214501,2702,1538,276,0,623,0,130,135,56.92,10.21,0,23.06,0,4.81,5,2402,300,88.9,11.1
6037214502,Census Tract 2145.02,214502,5285,2777,636,0,1499,0,252,121,52.54,12.03,0,28.36,0,4.77,2.29,4890,395,92.53,7.47
6037214503,Census Tract 2145.03,214503,3422,1616,284,1,1115,0,268,138,47.22,8.3,0.03,32.58,0,7.83,4.03,3250,172,94.97,5.03
6037214600,Census Tract 2146,214600,2383,1875,37,0,108,0,130,233,78.68,1.55,0,4.53,0,5.46,9.78,2039,344,85.56,14.44
6037214700,Census Tract 2147,214700,2414,1955,170,11,157,13,19,89,80.99,7.04,0.46,6.5,0.54,0.79,3.69,2138,276,88.57,11.43
6037214800,Census Tract 2148,214800,2813,2271,140,8,164,0,83,147,80.73,4.98,0.28,5.83,0,2.95,5.23,2639,174,93.81,6.19
6037214901,Census Tract 2149.01,214901,3250,2416,62,61,373,0,100,238,74.34,1.91,1.88,11.48,0,3.08,7.32,2911,339,89.57,10.43
6037214902,Census Tract 2149.02,214902,2550,1831,126,0,356,0,22,215,71.8,4.94,0,13.96,0,0.86,8.43,2429,121,95.25,4.75
6037215101,Census Tract 2151.01,215101,3015,1967,302,0,439,45,163,99,65.24,10.02,0,14.56,1.49,5.41,3.28,2667,348,88.46,11.54
6037215102,Census Tract 2151.02,215102,3059,2228,89,18,321,0,218,185,72.83,2.91,0.59,10.49,0,7.13,6.05,2447,612,79.99,20.01
6037216100,Census Tract 2161,216100,2151,1293,294,10,413,0,64,77,60.11,13.67,0.46,19.2,0,2.98,3.58,1827,324,84.94,15.06
6037216200,Census Tract 2162,216200,5778,2452,1123,22,1001,21,801,358,42.44,19.44,0.38,17.32,0.36,13.86,6.2,4727,1051,81.81,18.19
6037216300,Census Tract 2163,216300,4367,2802,406,17,569,29,304,240,64.16,9.3,0.39,13.03,0.66,6.96,5.5,3809,558,87.22,12.78
6037216401,Census Tract 2164.01,216401,3772,3089,252,0,262,0,76,93,81.89,6.68,0,6.95,0,2.01,2.47,3528,244,93.53,6.47
6037216402,Census Tract 2164.02,216402,2521,1876,34,8,357,0,71,175,74.41,1.35,0.32,14.16,0,2.82,6.94,2336,185,92.66,7.34
6037216700,Census Tract 2167,216700,3835,1680,1102,0,334,0,388,331,43.81,28.74,0,8.71,0,10.12,8.63,2979,856,77.68,22.32
6037216800,Census Tract 2168,216800,3203,2084,236,0,266,36,225,356,65.06,7.37,0,8.3,1.12,7.02,11.11,2567,636,80.14,19.86
6037216900,Census Tract 2169,216900,4886,2430,1409,8,332,0,511,196,49.73,28.84,0.16,6.79,0,10.46,4.01,4063,823,83.16,16.84
6037217001,Census Tract 2170.01,217001,2724,2394,67,0,89,0,6,168,87.89,2.46,0,3.27,0,0.22,6.17,2670,54,98.02,1.98
6037217002,Census Tract 2170.02,217002,4639,3824,139,0,341,0,196,139,82.43,3,0,7.35,0,4.23,3,4081,558,87.97,12.03
6037217100,Census Tract 2171,217100,6219,3160,1317,0,253,0,1164,325,50.81,21.18,0,4.07,0,18.72,5.23,3890,2329,62.55,37.45
6037217200,Census Tract 2172,217200,4156,1554,1145,36,223,0,1043,155,37.39,27.55,0.87,5.37,0,25.1,3.73,2358,1798,56.74,43.26
6037218110,Census Tract 2181.10,218110,3195,1028,605,31,484,0,977,70,32.18,18.94,0.97,15.15,0,30.58,2.19,1350,1845,42.25,57.75
6037218120,Census Tract 2181.20,218120,4638,1489,514,35,587,41,1795,177,32.1,11.08,0.75,12.66,0.88,38.7,3.82,1312,3326,28.29,71.71
6037218210,Census Tract 2182.10,218210,3721,1587,535,72,192,5,1330,0,42.65,14.38,1.93,5.16,0.13,35.74,0,1164,2557,31.28,68.72
6037218220,Census Tract 2182.20,218220,3859,1967,901,0,258,30,613,90,50.97,23.35,0,6.69,0.78,15.88,2.33,1891,1968,49,51
6037218300,Census Tract 2183,218300,5290,1938,1583,19,271,0,1370,109,36.64,29.92,0.36,5.12,0,25.9,2.06,2553,2737,48.26,51.74
6037218400,Census Tract 2184,218400,4737,2545,907,0,130,0,1084,71,53.73,19.15,0,2.74,0,22.88,1.5,1780,2957,37.58,62.42
6037218500,Census Tract 2185,218500,2641,1337,692,41,106,0,359,106,50.62,26.2,1.55,4.01,0,13.59,4.01,1132,1509,42.86,57.14
6037218600,Census Tract 2186,218600,3148,1315,816,0,76,0,726,215,41.77,25.92,0,2.41,0,23.06,6.83,1364,1784,43.33,56.67
6037218701,Census Tract 2187.01,218701,2324,623,849,0,480,10,274,88,26.81,36.53,0,20.65,0.43,11.79,3.79,1594,730,68.59,31.41
6037218702,Census Tract 2187.02,218702,2056,661,816,15,60,0,472,32,32.15,39.69,0.73,2.92,0,22.96,1.56,1040,1016,50.58,49.42
6037218800,Census Tract 2188,218800,2752,699,670,27,430,0,839,87,25.4,24.35,0.98,15.62,0,30.49,3.16,1255,1497,45.6,54.4
6037218900,Census Tract 2189,218900,6149,1434,2453,16,218,0,1754,274,23.32,39.89,0.26,3.55,0,28.52,4.46,3234,2915,52.59,47.41
6037219010,Census Tract 2190.10,219010,3027,784,975,32,63,0,1065,108,25.9,32.21,1.06,2.08,0,35.18,3.57,1146,1881,37.86,62.14
6037219020,Census Tract 2190.20,219020,5411,1475,1507,11,163,0,2009,246,27.26,27.85,0.2,3.01,0,37.13,4.55,2059,3352,38.05,61.95
6037219300,Census Tract 2193,219300,4239,1320,1156,0,230,52,1413,68,31.14,27.27,0,5.43,1.23,33.33,1.6,1707,2532,40.27,59.73
6037219500,Census Tract 2195,219500,2084,589,1029,0,287,0,110,69,28.26,49.38,0,13.77,0,5.28,3.31,1601,483,76.82,23.18
6037219700,Census Tract 2197,219700,4507,1868,1256,18,112,0,1217,36,41.45,27.87,0.4,2.49,0,27,0.8,1478,3029,32.79,67.21
6037219800,Census Tract 2198,219800,2861,1576,518,0,78,0,606,83,55.09,18.11,0,2.73,0,21.18,2.9,712,2149,24.89,75.11
6037219901,Census Tract 2199.01,219901,4150,2574,898,0,59,0,548,71,62.02,21.64,0,1.42,0,13.2,1.71,1207,2943,29.08,70.92
6037219902,Census Tract 2199.02,219902,3809,1840,592,36,130,26,1076,109,48.31,15.54,0.95,3.41,0.68,28.25,2.86,1242,2567,32.61,67.39
6037220000,Census Tract 2200,220000,4711,1533,1545,0,340,23,1208,62,32.54,32.8,0,7.22,0.49,25.64,1.32,2282,2429,48.44,51.56
6037220100,Census Tract 2201,220100,2415,590,1327,0,232,0,152,114,24.43,54.95,0,9.61,0,6.29,4.72,1617,798,66.96,33.04
6037221110,Census Tract 2211.10,221110,3705,1980,51,0,138,0,1498,38,53.44,1.38,0,3.72,0,40.43,1.03,267,3438,7.21,92.79
6037221120,Census Tract 2211.20,221120,3197,1404,16,0,70,0,1656,51,43.92,0.5,0,2.19,0,51.8,1.6,127,3070,3.97,96.03
6037221210,Census Tract 2212.10,221210,3165,1177,228,31,295,0,1353,81,37.19,7.2,0.98,9.32,0,42.75,2.56,666,2499,21.04,78.96
6037221220,Census Tract 2212.20,221220,3376,889,13,0,277,0,2197,0,26.33,0.39,0,8.2,0,65.08,0,395,2981,11.7,88.3
6037221302,Census Tract 2213.02,221302,4373,1718,624,0,417,102,1414,98,39.29,14.27,0,9.54,2.33,32.33,2.24,1287,3086,29.43,70.57
6037221303,Census Tract 2213.03,221303,2806,926,139,87,345,0,1289,20,33,4.95,3.1,12.3,0,45.94,0.71,672,2134,23.95,76.05
6037221304,Census Tract 2213.04,221304,3656,354,416,0,884,0,1993,9,9.68,11.38,0,24.18,0,54.51,0.25,1431,2225,39.14,60.86
6037221401,Census Tract 2214.01,221401,3628,973,1387,0,391,0,746,131,26.82,38.23,0,10.78,0,20.56,3.61,2164,1464,59.65,40.35
6037221402,Census Tract 2214.02,221402,2851,795,689,0,435,0,842,90,27.88,24.17,0,15.26,0,29.53,3.16,1527,1324,53.56,46.44
6037221500,Census Tract 2215,221500,3875,1141,927,0,99,58,1646,4,29.45,23.92,0,2.55,1.5,42.48,0.1,1208,2667,31.17,68.83
6037221601,Census Tract 2216.01,221601,3141,1112,478,40,178,0,1221,112,35.4,15.22,1.27,5.67,0,38.87,3.57,1004,2137,31.96,68.04
6037221602,Census Tract 2216.02,221602,3030,988,152,0,262,0,1596,32,32.61,5.02,0,8.65,0,52.67,1.06,482,2548,15.91,84.09
6037221710,Census Tract 2217.10,221710,2833,747,142,0,651,0,1225,68,26.37,5.01,0,22.98,0,43.24,2.4,939,1894,33.15,66.85
6037221810,Census Tract 2218.10,221810,2892,847,287,41,672,6,925,114,29.29,9.92,1.42,23.24,0.21,31.98,3.94,1391,1501,48.1,51.9
6037221820,Census Tract 2218.20,221820,2363,1116,231,9,847,8,80,72,47.23,9.78,0.38,35.84,0.34,3.39,3.05,1963,400,83.07,16.93
6037221900,Census Tract 2219,221900,4248,1724,387,59,1289,0,443,346,40.58,9.11,1.39,30.34,0,10.43,8.15,3125,1123,73.56,26.44
6037222001,Census Tract 2220.01,222001,3142,1076,790,75,39,0,1046,116,34.25,25.14,2.39,1.24,0,33.29,3.69,1197,1945,38.1,61.9
6037222002,Census Tract 2220.02,222002,5243,1540,1181,0,39,0,2448,35,29.37,22.53,0,0.74,0,46.69,0.67,1341,3902,25.58,74.42
6037222100,Census Tract 2221,222100,4331,1215,1213,0,293,0,1572,38,28.05,28.01,0,6.77,0,36.3,0.88,1773,2558,40.94,59.06
6037222200,Census Tract 2222,222200,4016,1442,711,0,170,0,1637,56,35.91,17.7,0,4.23,0,40.76,1.39,1049,2967,26.12,73.88
6037222500,Census Tract 2225,222500,5120,1444,1174,41,166,17,2166,112,28.2,22.93,0.8,3.24,0.33,42.3,2.19,1579,3541,30.84,69.16
6037222600,Census Tract 2226,222600,5549,1452,1026,83,1041,0,1736,211,26.17,18.49,1.5,18.76,0,31.28,3.8,2660,2889,47.94,52.06
6037222700,Census Tract 2227,222700,4071,2042,307,0,1335,30,239,118,50.16,7.54,0,32.79,0.74,5.87,2.9,3497,574,85.9,14.1
6037224010,Census Tract 2240.10,224010,2845,1231,634,9,266,0,652,53,43.27,22.28,0.32,9.35,0,22.92,1.86,1206,1639,42.39,57.61
6037224020,Census Tract 2240.20,224020,2733,1338,103,42,55,0,1137,58,48.96,3.77,1.54,2.01,0,41.6,2.12,318,2415,11.64,88.36
6037224200,Census Tract 2242,224200,2557,1260,78,8,47,0,1145,19,49.28,3.05,0.31,1.84,0,44.78,0.74,248,2309,9.7,90.3
6037224310,Census Tract 2243.10,224310,2422,1649,32,0,121,0,613,7,68.08,1.32,0,5,0,25.31,0.29,250,2172,10.32,89.68
6037224320,Census Tract 2243.20,224320,2972,1170,240,24,116,0,1422,0,39.37,8.08,0.81,3.9,0,47.85,0,482,2490,16.22,83.78
6037224410,Census Tract 2244.10,224410,3194,1433,223,10,348,12,1031,137,44.87,6.98,0.31,10.9,0.38,32.28,4.29,1161,2033,36.35,63.65
6037224420,Census Tract 2244.20,224420,2637,1340,170,0,142,0,942,43,50.82,6.45,0,5.38,0,35.72,1.63,456,2181,17.29,82.71
6037224600,Census Tract 2246,224600,3385,985,262,11,111,6,1846,164,29.1,7.74,0.32,3.28,0.18,54.53,4.84,423,2962,12.5,87.5
6037224700,Census Tract 2247,224700,6238,3004,358,14,2257,24,282,299,48.16,5.74,0.22,36.18,0.38,4.52,4.79,5359,879,85.91,14.09
6037226001,Census Tract 2260.01,226001,2615,750,407,43,0,0,1415,0,28.68,15.56,1.64,0,0,54.11,0,426,2189,16.29,83.71
6037226002,Census Tract 2260.02,226002,1820,764,208,6,151,0,595,96,41.98,11.43,0.33,8.3,0,32.69,5.27,1027,793,56.43,43.57
6037226410,Census Tract 2264.10,226410,3665,1673,34,19,16,4,1914,5,45.65,0.93,0.52,0.44,0.11,52.22,0.14,73,3592,1.99,98.01
6037226420,Census Tract 2264.20,226420,5531,2201,396,11,237,33,2591,62,39.79,7.16,0.2,4.28,0.6,46.85,1.12,702,4829,12.69,87.31
6037226700,Census Tract 2267,226700,7661,3753,218,0,9,0,3588,93,48.99,2.85,0,0.12,0,46.83,1.21,228,7433,2.98,97.02
6037227010,Census Tract 2270.10,227010,5705,2989,405,271,0,0,2032,8,52.39,7.1,4.75,0,0,35.62,0.14,404,5301,7.08,92.92
6037227020,Census Tract 2270.20,227020,3623,1757,93,21,15,0,1718,19,48.5,2.57,0.58,0.41,0,47.42,0.52,122,3501,3.37,96.63
6037228100,Census Tract 2281,228100,5505,3015,326,0,15,0,2135,14,54.77,5.92,0,0.27,0,38.78,0.25,355,5150,6.45,93.55
6037228210,Census Tract 2282.10,228210,4233,2065,278,166,78,0,1559,87,48.78,6.57,3.92,1.84,0,36.83,2.06,395,3838,9.33,90.67
6037228220,Census Tract 2282.20,228220,4375,1930,301,20,0,0,2011,113,44.11,6.88,0.46,0,0,45.97,2.58,401,3974,9.17,90.83
6037228310,Census Tract 2283.10,228310,4523,1993,217,5,0,0,2241,67,44.06,4.8,0.11,0,0,49.55,1.48,260,4263,5.75,94.25
6037228320,Census Tract 2283.20,228320,3122,1597,103,64,0,0,1348,10,51.15,3.3,2.05,0,0,43.18,0.32,103,3019,3.3,96.7
6037228410,Census Tract 2284.10,228410,3600,1978,124,53,49,12,1302,82,54.94,3.44,1.47,1.36,0.33,36.17,2.28,265,3335,7.36,92.64
6037228420,Census Tract 2284.20,228420,3304,1403,242,54,0,0,1588,17,42.46,7.32,1.63,0,0,48.06,0.51,261,3043,7.9,92.1
6037228500,Census Tract 2285,228500,4869,1592,748,25,11,0,2493,0,32.7,15.36,0.51,0.23,0,51.2,0,748,4121,15.36,84.64
6037228600,Census Tract 2286,228600,5301,1517,422,26,4,0,2991,341,28.62,7.96,0.49,0.08,0,56.42,6.43,420,4881,7.92,92.08
6037228710,Census Tract 2287.10,228710,3982,1984,374,12,49,0,1510,53,49.82,9.39,0.3,1.23,0,37.92,1.33,463,3519,11.63,88.37
6037228720,Census Tract 2287.20,228720,4825,2625,540,97,9,0,1554,0,54.4,11.19,2.01,0.19,0,32.21,0,568,4257,11.77,88.23
6037228800,Census Tract 2288,228800,5353,2598,458,0,0,7,2281,9,48.53,8.56,0,0,0.13,42.61,0.17,461,4892,8.61,91.39
6037228900,Census Tract 2289,228900,2918,1302,376,189,0,0,1022,29,44.62,12.89,6.48,0,0,35.02,0.99,371,2547,12.71,87.29
6037229100,Census Tract 2291,229100,5146,2481,443,37,0,0,2139,46,48.21,8.61,0.72,0,0,41.57,0.89,455,4691,8.84,91.16
6037229200,Census Tract 2292,229200,5072,1798,705,205,57,0,2299,8,35.45,13.9,4.04,1.12,0,45.33,0.16,755,4317,14.89,85.11
6037229300,Census Tract 2293,229300,5715,2261,579,55,0,7,2741,72,39.56,10.13,0.96,0,0.12,47.96,1.26,708,5007,12.39,87.61
6037229410,Census Tract 2294.10,229410,3697,2324,193,0,34,0,1119,27,62.86,5.22,0,0.92,0,30.27,0.73,283,3414,7.65,92.35
6037229420,Census Tract 2294.20,229420,4759,2144,390,29,14,10,2094,78,45.05,8.19,0.61,0.29,0.21,44,1.64,427,4332,8.97,91.03
6037231100,Census Tract 2311,231100,3474,1666,568,8,67,0,1076,89,47.96,16.35,0.23,1.93,0,30.97,2.56,956,2518,27.52,72.48
6037231210,Census Tract 2312.10,231210,4040,1618,463,116,32,0,1686,125,40.05,11.46,2.87,0.79,0,41.73,3.09,652,3388,16.14,83.86
6037231220,Census Tract 2312.20,231220,4653,1598,1061,17,285,0,1603,89,34.34,22.8,0.37,6.13,0,34.45,1.91,1464,3189,31.46,68.54
6037231300,Census Tract 2313,231300,5754,1855,1237,32,241,0,2234,155,32.24,21.5,0.56,4.19,0,38.83,2.69,1675,4079,29.11,70.89
6037231400,Census Tract 2314,231400,4745,1271,1401,0,75,0,1917,81,26.79,29.53,0,1.58,0,40.4,1.71,1642,3103,34.6,65.4
6037231500,Census Tract 2315,231500,5396,1599,1737,165,240,0,1580,75,29.63,32.19,3.06,4.45,0,29.28,1.39,2085,3311,38.64,61.36
6037231600,Census Tract 2316,231600,7420,2450,2059,0,83,0,2718,110,33.02,27.75,0,1.12,0,36.63,1.48,2770,4650,37.33,62.67
6037231710,Census Tract 2317.10,231710,4165,2253,663,29,0,0,1193,27,54.09,15.92,0.7,0,0,28.64,0.65,743,3422,17.84,82.16
6037231720,Census Tract 2317.20,231720,4934,2198,807,0,94,0,1639,196,44.55,16.36,0,1.91,0,33.22,3.97,1079,3855,21.87,78.13
6037231800,Census Tract 2318,231800,5436,2617,273,83,0,0,2239,224,48.14,5.02,1.53,0,0,41.19,4.12,387,5049,7.12,92.88
6037231900,Census Tract 2319,231900,6162,2635,665,127,16,0,2506,213,42.76,10.79,2.06,0.26,0,40.67,3.46,854,5308,13.86,86.14
6037232110,Census Tract 2321.10,232110,3038,1541,538,12,20,0,854,73,50.72,17.71,0.39,0.66,0,28.11,2.4,511,2527,16.82,83.18
6037232120,Census Tract 2321.20,232120,5567,2570,1065,35,97,0,1712,88,46.16,19.13,0.63,1.74,0,30.75,1.58,1205,4362,21.65,78.35
6037232200,Census Tract 2322,232200,3487,1168,1212,4,17,0,1072,14,33.5,34.76,0.11,0.49,0,30.74,0.4,1285,2202,36.85,63.15
6037232300,Census Tract 2323,232300,6006,2208,1408,73,1,0,2198,118,36.76,23.44,1.22,0.02,0,36.6,1.96,1542,4464,25.67,74.33
6037232400,Census Tract 2324,232400,7361,1784,2868,0,116,0,2418,175,24.24,38.96,0,1.58,0,32.85,2.38,3386,3975,46,54
6037232500,Census Tract 2325,232500,4940,1453,1637,0,50,0,1741,59,29.41,33.14,0,1.01,0,35.24,1.19,1668,3272,33.77,66.23
6037232600,Census Tract 2326,232600,6833,2241,1366,205,68,0,2846,107,32.8,19.99,3,1,0,41.65,1.57,1533,5300,22.44,77.56
6037232700,Census Tract 2327,232700,6568,2834,1095,240,64,0,2078,257,43.15,16.67,3.65,0.97,0,31.64,3.91,1321,5247,20.11,79.89
6037232800,Census Tract 2328,232800,4489,2290,537,67,0,0,1513,82,51.01,11.96,1.49,0,0,33.7,1.83,602,3887,13.41,86.59
6037234000,Census Tract 2340,234000,5417,1259,3201,12,26,0,774,145,23.24,59.09,0.22,0.48,0,14.29,2.68,3390,2027,62.58,37.42
6037234200,Census Tract 2342,234200,2424,401,1694,0,184,30,33,82,16.54,69.88,0,7.59,1.24,1.36,3.38,2261,163,93.28,6.72
6037234300,Census Tract 2343,234300,3805,339,2970,0,96,0,210,190,8.91,78.06,0,2.52,0,5.52,4.99,3431,374,90.17,9.83
6037234501,Census Tract 2345.01,234501,2845,876,1584,7,27,0,276,75,30.79,55.68,0.25,0.95,0,9.7,2.64,1822,1023,64.04,35.96
6037234502,Census Tract 2345.02,234502,3017,641,1920,40,49,0,342,25,21.25,63.64,1.33,1.62,0,11.34,0.83,1971,1046,65.33,34.67
6037234600,Census Tract 2346,234600,4908,589,2503,0,88,0,1610,118,12,51,0,1.79,0,32.8,2.4,3180,1728,64.79,35.21
6037234700,Census Tract 2347,234700,3690,974,2031,0,1,0,613,71,26.4,55.04,0,0.03,0,16.61,1.92,2082,1608,56.42,43.58
6037234800,Census Tract 2348,234800,3317,787,1737,18,0,46,636,93,23.73,52.37,0.54,0,1.39,19.17,2.8,1940,1377,58.49,41.51
6037234901,Census Tract 2349.01,234901,3321,1010,1734,51,0,0,519,7,30.41,52.21,1.54,0,0,15.63,0.21,1764,1557,53.12,46.88
6037234902,Census Tract 2349.02,234902,4088,1497,1717,19,143,20,563,129,36.62,42,0.46,3.5,0.49,13.77,3.16,2156,1932,52.74,47.26
6037235100,Census Tract 2351,235100,4401,870,2893,36,205,0,264,133,19.77,65.74,0.82,4.66,0,6,3.02,3684,717,83.71,16.29
6037235201,Census Tract 2352.01,235201,2682,480,1608,0,6,5,475,108,17.9,59.96,0,0.22,0.19,17.71,4.03,1777,905,66.26,33.74
6037235202,Census Tract 2352.02,235202,4331,919,2876,0,6,0,392,138,21.22,66.4,0,0.14,0,9.05,3.19,3045,1286,70.31,29.69
6037236000,Census Tract 2360,236000,4181,1394,2096,37,156,0,219,279,33.34,50.13,0.88,3.73,0,5.24,6.67,3539,642,84.64,15.36
6037236100,Census Tract 2361,236100,6170,1260,3758,0,498,0,525,129,20.42,60.91,0,8.07,0,8.51,2.09,4489,1681,72.76,27.24
6037236202,Census Tract 2362.02,236202,5764,1823,2459,19,196,0,928,339,31.63,42.66,0.33,3.4,0,16.1,5.88,3030,2734,52.57,47.43
6037236203,Census Tract 2362.03,236203,3118,563,1721,34,224,0,451,125,18.06,55.2,1.09,7.18,0,14.46,4.01,2229,889,71.49,28.51
6037236204,Census Tract 2362.04,236204,3109,722,1567,10,22,34,651,103,23.22,50.4,0.32,0.71,1.09,20.94,3.31,1806,1303,58.09,41.91
6037236400,Census Tract 2364,236400,4282,436,3547,13,75,0,163,48,10.18,82.84,0.3,1.75,0,3.81,1.12,4162,120,97.2,2.8
6037237101,Census Tract 2371.01,237101,4409,1034,1169,73,92,0,2007,34,23.45,26.51,1.66,2.09,0,45.52,0.77,1318,3091,29.89,70.11
6037237102,Census Tract 2371.02,237102,3407,1090,615,9,23,0,1576,94,31.99,18.05,0.26,0.68,0,46.26,2.76,654,2753,19.2,80.8
